"Company";"TypeName";"Inches";"resolution_height";"touchscreen";"resolution_width";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"secondary_storage";"primrary_storage";"memory_type";"gpu_brand";"OpSys";"Weight";"Price";"id"
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.65;63670;198
"HP";"Notebook";14.0;768;0;1366;"Intel";"Celeron Dual";1.6;2;0;32;"Flash Storage";"Intel";"windows";1.44;14865;199
"Toshiba";"Ultrabook";13.3;1080;1;1920;"Intel";"Core i7";2.7;32;0;512;"SSD";"Intel";"windows";1.05;149131;200
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";2.14;28769;201
"Asus";"Notebook";14.0;1080;0;1920;"Intel";"Core i7";2.7;8;1024;256;"Hybrid";"Intel";"windows";2.0;71076;202
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"AMD";"windows";2.33;47899;203
"Acer";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;4;0;500;"HDD";"Nvidia";"windows";2.2;34046;204
"Asus";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";1.99;71928;205
"Dell";"Ultrabook";15.6;1080;0;1920;"Intel";"Core i7";1.9;16;256;512;"SSD";"Intel";"windows";1.88;85672;206
"Asus";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.5;67399;207
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"windows";1.85;23923;208
"Lenovo";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"AMD";"windows";1.75;64755;209
"Acer";"Notebook";15.6;768;0;1366;"AMD";"A10-Series 9620P";2.5;8;0;1024;"HDD";"AMD";"windows";2.2;30849;210
"Asus";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.25;55891;211
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";2.18;44542;212
"HP";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.36;93240;213
"Asus";"Gaming";17.3;1080;1;1920;"Intel";"Core i7";2.6;24;1024;256;"Hybrid";"Nvidia";"windows";4.33;67612;214
"Lenovo";"Notebook";35.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";2.2;21792;215
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Pentium Quad";1.1;4;0;1024;"HDD";"Intel";"other";2.2;19180;216
"Lenovo";"Ultrabook";12.5;768;0;1366;"Intel";"Core i5";2.3;8;0;180;"SSD";"Intel";"windows";1.3;58555;217
"Asus";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";2.5;53227;218
"HP";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i7";2.8;16;0;256;"SSD";"Intel";"windows";1.28;105228;219
"Asus";"2 in 1 Convertible";15.6;1080;1;1920;"Intel";"Core i7";2.7;12;2048;512;"Hybrid";"Nvidia";"windows";2.26;58555;220
"Lenovo";"Notebook";11.6;768;0;1366;"Intel";"Celeron Dual";1.1;2;0;32;"Flash Storage";"Intel";"windows";1.15;16221;221
"Toshiba";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"Nvidia";"windows";2.2;55571;222
"Acer";"Notebook";15.6;768;0;1366;"AMD";"A9-Series 9420";3.0;4;0;128;"SSD";"AMD";"windows";2.1;22697;223
"Acer";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.5;45128;224
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Intel";"windows";1.63;57756;225
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";2.17;47893;226
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.48;67559;227
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"SSD";"Intel";"windows";1.48;93187;228
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.3;43636;229
"Asus";"Gaming";17.3;1080;0;1920;"AMD";"Ryzen 1700";3.0;16;1024;256;"Hybrid";"AMD";"windows";3.25;117163;230
"Lenovo";"Notebook";13.3;1080;0;1920;"Intel";"Core i3";2.4;8;0;256;"SSD";"Intel";"windows";1.4;50563;231
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"AMD";"linux";2.2;31963;232
"Lenovo";"2 in 1 Convertible";15.6;2160;1;3840;"Intel";"Core i7";2.8;16;0;512;"SSD";"Nvidia";"windows";2.0;101179;233
"Lenovo";"Notebook";17.3;900;0;1600;"AMD";"A8-Series 7410";2.2;4;0;128;"SSD";"AMD";"windows";2.6;26054;234
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";1.8;16;2048;256;"Hybrid";"AMD";"windows";2.2;64961;235
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;256;"SSD";"AMD";"linux";2.2;25841;236
"Asus";"Notebook";14.0;768;0;1366;"AMD";"E-Series 6110";1.5;4;0;64;"SSD";"AMD";"windows";1.65;14811;237
"Asus";"2 in 1 Convertible";11.6;768;1;1366;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.5;19980;238
"Xiaomi";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";1.8;16;0;256;"SSD";"Nvidia";"other";1.95;74589;239
"Dell";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.62;46301;240
"Asus";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.4;6;0;256;"SSD";"Nvidia";"windows";2.0;30743;241
"Dell";"Notebook";17.3;1080;0;1920;"Intel";"Core i7";1.8;16;2048;256;"Hybrid";"AMD";"windows";2.8;74379;242
"HP";"Notebook";15.6;1080;0;1920;"AMD";"A9-Series 9420";3.0;4;0;256;"SSD";"AMD";"windows";1.91;26053;243
"Lenovo";"Workstation";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;512;"SSD";"Nvidia";"windows";2.67;102564;244
"Chuwi";"Notebook";12.3;1824;0;2736;"Intel";"Celeron Quad";1.1;6;0;64;"Flash Storage";"Intel";"windows";1.4;23923;245
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"windows";1.86;24988;246
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.84;60952;247
"Dell";"Ultrabook";15.6;1080;0;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"AMD";"windows";0.0;35325;248
"Lenovo";"Netbook";11.6;768;0;1366;"Intel";"Celeron Quad";1.1;4;0;128;"SSD";"Intel";"windows";1.59;29464;249
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.3;48538;250
"Lenovo";"Ultrabook";14.0;1440;0;2560;"Intel";"Core i7";2.8;8;0;512;"SSD";"Nvidia";"windows";1.7;103523;251
"Asus";"Netbook";11.6;768;0;1366;"Intel";"Celeron Dual";1.1;2;0;32;"Flash Storage";"Intel";"windows";1.1;13054;252
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";1.8;8;1024;256;"Hybrid";"Nvidia";"windows";2.16;60224;253
"Lenovo";"Notebook";13.3;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.1;53227;254
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.9;8;0;256;"SSD";"Intel";"windows";2.31;76031;255
"HP";"Notebook";15.6;768;1;1366;"Intel";"Core i5";1.6;4;0;1024;"HDD";"Intel";"windows";2.04;27784;256
"HP";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;12;1024;128;"Hybrid";"Nvidia";"windows";2.62;66547;257
"Asus";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;24;0;512;"SSD";"Nvidia";"windows";2.24;158135;258
"Asus";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"linux";2.0;14651;259
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;500;"HDD";"Intel";"windows";1.8;16464;260
"HP";"Notebook";17.3;1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";2.5;49444;261
"Asus";"Netbook";11.6;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;64;"Flash Storage";"Intel";"windows";1.2;18115;262
"Dell";"Ultrabook";13.3;2160;1;3840;"Intel";"Core i7";1.8;16;0;1024;"SSD";"Intel";"windows";1.21;133147;263
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"Intel";"windows";2.1;42304;264
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.84;69477;265
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.04;47366;266
"MSI";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.7;75072;267
"Asus";"Notebook";35.6;1080;0;1920;"Intel";"Core i3";2.4;8;0;1024;"HDD";"Nvidia";"linux";2.3;31808;268
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"AMD";"windows";2.36;34045;269
"HP";"Notebook";15.6;768;0;1366;"Intel";"Pentium Quad";1.6;8;0;2048;"HDD";"Intel";"windows";2.04;20726;270
"Asus";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";3.0;80133;271
"HP";"Workstation";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";2.6;92615;272
"Asus";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.3;87859;273
"Dell";"Gaming";27.3;1440;0;2560;"Intel";"Core i7";2.9;16;1024;256;"Hybrid";"Nvidia";"windows";4.42;149131;274
"Asus";"Gaming";17.3;1080;0;1920;"AMD";"Ryzen 1600";3.2;8;1024;256;"Hybrid";"AMD";"windows";3.2;90310;275
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"windows";2.2;23923;276
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"AMD";"windows";1.75;59462;277
"Lenovo";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;256;"Hybrid";"Nvidia";"windows";3.2;74539;278
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";1.93;72940;279
"HP";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;500;"HDD";"Intel";"windows";2.1;18488;280
"Toshiba";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.5;16;0;512;"SSD";"Nvidia";"windows";2.4;74752;281
"Google";"Ultrabook";12.3;1600;1;2400;"Intel";"Core i7";1.3;16;0;512;"SSD";"Intel";"other";1.1;117163;282
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.62;61752;283
"Lenovo";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"other";2.4;46300;284
"HP";"Ultrabook";13.3;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.32;74539;285
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"AMD";"windows";2.2;42486;286
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";1.8;8;2048;256;"Hybrid";"AMD";"windows";2.02;60867;287
"Dell";"Notebook";17.3;1080;0;1920;"Intel";"Core i5";1.6;8;1024;128;"Hybrid";"AMD";"windows";2.8;57809;288
"Toshiba";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.3;4;0;500;"HDD";"Intel";"windows";2.1;32075;289
"Dell";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.64;68184;290
"Lenovo";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"other";2.4;43104;291
"Asus";"Notebook";14.0;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.5;15238;292
"HP";"Notebook";15.6;768;0;1366;"AMD";"A6-Series 9220";2.5;4;0;256;"SSD";"AMD";"windows";1.86;19660;293
"Acer";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.6;47100;294
"Asus";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.25;58555;295
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"windows";1.63;36710;296
"Lenovo";"Ultrabook";24.0;1440;0;2560;"Intel";"Core i7";2.7;24;0;512;"SSD";"Intel";"windows";1.32;126913;297
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.8;111835;298
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";1.8;8;2048;128;"Hybrid";"AMD";"windows";2.02;51730;299
"HP";"Ultrabook";12.5;2160;1;3840;"Intel";"Core M";1.2;8;0;512;"SSD";"Intel";"windows";0.97;107306;300
"Acer";"Notebook";15.6;1080;0;1920;"AMD";"A8-Series 7410";2.2;8;0;256;"SSD";"AMD";"windows";2.23;24988;301
"Acer";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.7;4;0;256;"SSD";"Nvidia";"windows";7.2;30476;302
"Asus";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"linux";2.0;29784;303
"Dell";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";4.42;130874;304
"Dell";"Notebook";17.3;1080;0;1920;"Intel";"Core i5";1.6;8;1024;128;"Hybrid";"AMD";"linux";2.8;47366;305
"Lenovo";"Notebook";17.3;900;0;1600;"AMD";"A6-Series 9220";2.5;8;0;1024;"HDD";"AMD";"windows";2.8;27652;306
"Acer";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";2.2;44329;307
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;4;0;256;"SSD";"AMD";"windows";2.2;39907;308
"Lenovo";"Ultrabook";12.5;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.36;76137;309
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"AMD";"windows";1.91;38308;310
"Asus";"Notebook";15.6;1080;0;1920;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"windows";2.0;18328;311
"Dell";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Intel";"linux";1.6;58555;312
"Dell";"Notebook";15.6;1080;1;1920;"Intel";"Core i7";2.7;16;0;1024;"HDD";"AMD";"windows";2.3;45768;313
"Acer";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"windows";2.1;23816;314
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Intel";"windows";2.05;31861;315
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Pentium Quad";1.1;4;0;128;"SSD";"Intel";"windows";2.2;18595;316
"Lenovo";"Notebook";24.0;1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";2.02;71395;317
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"other";2.2;17156;318
"HP";"Notebook";15.6;1080;0;1920;"AMD";"A9-Series A9-9420";3.0;6;0;256;"SSD";"AMD";"windows";1.95;34579;319
"Acer";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"HDD";"Nvidia";"linux";2.4;45075;320
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"windows";2.65;53227;321
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;0;512;"SSD";"Nvidia";"windows";2.56;66561;322
"Asus";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.0;40972;323
"HP";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;58555;324
"HP";"Notebook";15.6;1080;0;1920;"AMD";"E-Series E2-9000e";1.5;4;0;500;"HDD";"AMD";"windows";2.1;18595;325
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"Hybrid";"Nvidia";"windows";2.62;47899;326
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.3;44222;327
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;4;0;1024;"HDD";"Nvidia";"windows";2.2;42571;328
"Dell";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.8;8;0;256;"SSD";"Nvidia";"windows";1.64;62817;329
"HP";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;12;1024;256;"Hybrid";"Nvidia";"windows";3.35;106507;330
"HP";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";3.35;63456;331
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;4;0;128;"SSD";"Intel";"windows";1.9;26533;332
"Dell";"Notebook";15.6;768;1;1366;"Intel";"Core i5";2.5;8;0;2048;"HDD";"Intel";"windows";2.36;29697;333
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"AMD";"linux";2.2;34472;334
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;8;0;2048;"HDD";"Nvidia";"other";2.2;24456;335
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;4;0;500;"HDD";"Intel";"windows";2.05;36497;336
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.63;52641;337
"Acer";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"linux";2.4;23539;338
"Asus";"2 in 1 Convertible";11.6;768;1;1366;"Intel";"Celeron Dual";1.1;2;0;32;"Flash Storage";"Intel";"windows";1.1;14652;339
"Mediacom";"Notebook";14.0;1080;0;1920;"Intel";"Atom x5-Z8350";1.4;4;0;32;"SSD";"Intel";"windows";1.4;13267;340
"Asus";"Notebook";17.3;1080;0;1920;"Intel";"Core i5";2.5;8;500;256;"Hybrid";"Nvidia";"windows";2.69;47472;341
"Dell";"Workstation";15.6;1080;0;1920;"Intel";"Xeon E3-1505M";3.0;8;1024;64;"HDD";"Nvidia";"windows";2.23;106187;342
"Mediacom";"2 in 1 Convertible";11.6;1080;1;1920;"Intel";"Celeron Dual";1.1;4;0;32;"SSD";"Intel";"windows";1.16;15931;343
"HP";"Ultrabook";13.3;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";1.38;59620;344
"MSI";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.8;100699;345
"Toshiba";"Ultrabook";14.0;1080;1;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.24;99367;346
"Dell";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.36;76031;347
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.2;54758;348
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;4;0;500;"HDD";"AMD";"windows";2.3;31169;349
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"AMD";"windows";1.9;67612;350
"HP";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i5";2.7;4;0;256;"SSD";"Intel";"windows";1.48;57649;351
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"other";1.9;13446;352
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;8;1024;128;"Hybrid";"AMD";"windows";2.33;44968;353
"Lenovo";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.7;32;1024;256;"Hybrid";"Nvidia";"windows";4.6;141885;354
"Samsung";"Netbook";11.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;16;"Flash Storage";"Intel";"other";1.15;14332;355
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"other";1.85;21498;356
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;6;0;256;"SSD";"AMD";"windows";1.91;32980;357
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.8;8;0;256;"SSD";"Intel";"windows";1.9;73367;358
"MSI";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.9;16;1024;512;"Hybrid";"Nvidia";"windows";4.14;145401;359
"Lenovo";"2 in 1 Convertible";14.0;1080;1;1920;"Intel";"Core i3";2.4;4;0;256;"SSD";"Intel";"windows";1.74;33513;360
"Microsoft";"Ultrabook";13.5;1504;1;2256;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";0.0;71395;361
"Lenovo";"Notebook";13.3;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.4;53813;362
"Microsoft";"Ultrabook";13.5;1504;1;2256;"Intel";"Core i7";2.5;16;0;512;"SSD";"Intel";"windows";1.25;137942;363
"HP";"2 in 1 Convertible";13.3;2160;1;3840;"Intel";"Core i7";1.8;16;0;1024;"SSD";"Intel";"windows";1.29;130483;364
"Dell";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;16;1024;128;"Hybrid";"Nvidia";"windows";4.42;160520;365
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"AMD";"linux";2.2;39907;366
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";1.86;23390;367
"Asus";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.1;70063;368
"Asus";"Gaming";17.3;1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";3.0;49977;369
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;8;0;128;"SSD";"Intel";"windows";1.91;31382;370
"Asus";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.3;88178;371
"Mediacom";"Notebook";14.0;1080;0;1920;"Intel";"Celeron Quad";1.1;4;0;32;"SSD";"Intel";"windows";1.45;20726;372
"Asus";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.4;4;0;1024;"HDD";"Intel";"windows";2.37;21258;373
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Pentium Quad";1.6;4;0;256;"SSD";"Intel";"windows";1.86;21258;374
"Lenovo";"Notebook";13.3;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;16;"Flash Storage";"Intel";"other";1.45;24503;375
"Dell";"Workstation";15.6;1080;0;1920;"Intel";"Core i7";2.7;16;0;256;"SSD";"Nvidia";"windows";2.17;105228;376
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.6;8;0;500;"HDD";"Intel";"windows";1.9;53734;377
"HP";"Notebook";15.6;768;0;1366;"AMD";"E-Series 9000e";1.5;4;0;500;"HDD";"AMD";"windows";2.1;17582;378
"HP";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;12;0;1024;"HDD";"Nvidia";"windows";2.62;95851;379
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";1.5;58555;380
"HP";"Workstation";15.6;1080;0;1920;"Intel";"Core i7";2.9;8;0;512;"SSD";"Intel";"windows";2.31;81732;381
"HP";"Notebook";13.3;1080;0;1920;"Intel";"Core i3";2.4;4;0;128;"SSD";"Intel";"windows";1.49;38308;382
"Dell";"2 in 1 Convertible";15.6;1080;1;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.56;55891;383
"Lenovo";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";3.2;79867;384
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";1.87;45768;385
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.95;52214;386
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;0;256;"SSD";"Nvidia";"windows";1.93;81912;387
"Asus";"Ultrabook";13.3;1080;1;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.1;93181;388
"Dell";"Ultrabook";13.3;1800;1;3200;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.2;74539;389
"Lenovo";"Ultrabook";14.0;1440;0;2560;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.13;121585;390
"Dell";"Netbook";11.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;16;"Flash Storage";"Intel";"other";1.26;15718;391
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.65;71662;392
"Asus";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.0;50350;393
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;6;0;256;"SSD";"Nvidia";"windows";1.58;35112;394
"MSI";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.7;16;1024;128;"Hybrid";"Nvidia";"windows";4.5;125155;395
