"index";"Company";"TypeName";"Inches";"screen_size";"resolution_height";"touchscreen";"resolution_width";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"secondary_storage";"primrary_storage";"memory_type";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
184;"Lenovo";"Notebook";35.6;"3";1080;0;1920;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";2.2;21792;62
185;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;8;0;256;"SSD";"AMD";"windows";1.91;32980;100
186;"Dell";"Workstation";15.6;"2";1080;0;1920;"Intel";"Xeon E3-1505M";3.0;8;1024;64;"HDD";"Nvidia";"windows";2.23;106187;141
187;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Pentium Quad";1.1;4;0;1024;"HDD";"Intel";"other";2.2;19180;100
188;"Dell";"Workstation";17.3;"3";1080;0;1920;"Intel";"Core i7";2.9;16;0;256;"SSD";"Nvidia";"windows";3.42;153705;127
189;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"AMD";"linux";2.33;41498;141
190;"Lenovo";"Ultrabook";12.5;"1";768;0;1366;"Intel";"Core i5";2.3;8;0;180;"SSD";"Intel";"windows";1.3;58555;125
191;"Dell";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.62;46301;166
192;"HP";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";2.5;49444;127
193;"Asus";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";2.5;53227;141
194;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Nvidia";"windows";1.7;59567;141
195;"Google";"Ultrabook";12.3;"1";1600;1;2400;"Intel";"Core i5";1.2;8;0;128;"SSD";"Intel";"other";1.1;67932;235
196;"Asus";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;64;"Flash Storage";"Intel";"windows";1.2;18115;135
197;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.4;6;0;256;"SSD";"Nvidia";"windows";2.0;30743;141
198;"HP";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i7";2.8;16;0;256;"SSD";"Intel";"windows";1.28;105228;166
199;"Asus";"Gaming";17.3;"3";1080;0;1920;"AMD";"Ryzen 1700";3.0;16;1024;256;"Hybrid";"AMD";"windows";3.2;82531;127
200;"Asus";"2 in 1 Convertible";15.6;"2";1080;1;1920;"Intel";"Core i7";2.7;12;2048;512;"Hybrid";"Nvidia";"windows";2.26;58555;141
201;"Dell";"Ultrabook";13.3;"1";2160;1;3840;"Intel";"Core i7";1.8;16;0;1024;"SSD";"Intel";"windows";1.21;133147;331
202;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"AMD";"linux";2.2;36089;141
203;"Mediacom";"2 in 1 Convertible";11.6;"1";1080;1;1920;"Intel";"Celeron Dual";1.1;4;0;32;"SSD";"Intel";"windows";1.16;15931;190
204;"Lenovo";"Notebook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.1;2;0;32;"Flash Storage";"Intel";"windows";1.15;16221;135
205;"Toshiba";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.05;89084;166
206;"Toshiba";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"Nvidia";"windows";2.2;55571;141
207;"Dell";"Ultrabook";13.3;"1";1080;1;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.42;98134;166
208;"Lenovo";"2 in 1 Convertible";13.9;"1";1080;1;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.4;85195;158
209;"HP";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";1.38;59620;166
210;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"AMD";"linux";2.14;39165;141
211;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.6;8;0;500;"HDD";"Intel";"windows";1.9;53734;100
212;"Dell";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";1.8;16;2048;256;"Hybrid";"AMD";"windows";2.8;74379;127
213;"Acer";"Notebook";15.6;"2";1080;1;1920;"Intel";"Core i3";2.4;6;0;1024;"HDD";"Intel";"windows";2.1;25521;141
214;"HP";"Notebook";15.6;"2";768;0;1366;"AMD";"E-Series 9000e";1.5;4;0;500;"HDD";"AMD";"windows";2.1;17582;100
215;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"A9-Series 9420";3.0;4;0;256;"SSD";"AMD";"windows";1.91;26053;141
216;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"Intel";"windows";2.1;42304;141
217;"Asus";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";1.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.1;61006;127
218;"Acer";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";1.6;42038;166
219;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.8;100699;127
220;"Acer";"Notebook";15.6;"2";768;0;1366;"AMD";"A12-Series 9720P";2.7;8;0;256;"SSD";"AMD";"windows";2.2;35112;100
221;"Toshiba";"Ultrabook";14.0;"1";1080;1;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.24;99367;157
222;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";3.0;62231;127
223;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.2;69211;141
224;"Asus";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i3";2.4;4;0;128;"SSD";"Intel";"windows";1.3;27120;112
225;"Lenovo";"Workstation";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;512;"SSD";"Nvidia";"windows";2.67;102564;141
226;"HP";"2 in 1 Convertible";15.6;"2";768;1;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";2.3;36486;100
227;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"other";1.86;20987;100
228;"Asus";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";2.7;8;1024;128;"Hybrid";"Nvidia";"other";2.69;47366;127
229;"HP";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";1.8;16;0;512;"SSD";"Nvidia";"windows";2.5;67719;127
230;"Dell";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.36;76031;157
231;"Acer";"Notebook";15.6;"2";768;0;1366;"AMD";"A9-Series 9420";3.0;4;0;128;"SSD";"AMD";"windows";2.1;22697;100
232;"Mediacom";"Notebook";13.3;"1";1080;0;1920;"Intel";"Celeron Quad";1.1;4;0;32;"SSD";"Intel";"windows";1.2;19660;166
233;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Nvidia";"windows";1.63;54932;157
234;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.9;16;0;512;"SSD";"Nvidia";"windows";2.5;130483;141
235;"Acer";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.5;45128;166
236;"Asus";"Notebook";15.6;"2";2160;0;3840;"Intel";"Core i7";2.6;12;1024;128;"Hybrid";"Intel";"windows";2.06;69211;282
237;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Nvidia";"windows";2.23;28984;141
238;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Intel";"windows";2.18;35005;141
239;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.2;54758;141
240;"HP";"Ultrabook";15.6;"2";1080;0;1920;"AMD";"A9-Series 9420";3.0;4;0;256;"SSD";"AMD";"windows";1.91;26587;141
241;"HP";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.34;70489;166
242;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Intel";"windows";1.63;57756;157
243;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;500;"HDD";"AMD";"windows";2.3;31169;141
244;"Acer";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";4.2;122491;127
245;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;512;"Hybrid";"Nvidia";"windows";4.14;133147;127
246;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;0;512;"SSD";"Nvidia";"windows";2.06;101179;141
247;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i3";2.7;8;0;256;"SSD";"Intel";"other";1.7;31915;157
248;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;500;"HDD";"Intel";"windows";2.1;16943;100
249;"Dell";"Ultrabook";13.3;"1";1800;1;3200;"Intel";"Core i7";2.4;8;0;256;"SSD";"Intel";"windows";1.23;73473;276
250;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";2.17;47893;141
251;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"AMD";"windows";2.1;65511;141
252;"Asus";"Notebook";14.1;"2";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.65;18541;111
253;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"AMD";"windows";1.9;67612;141
254;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.48;67559;157
255;"Acer";"Notebook";15.6;"2";768;0;1366;"AMD";"A9-Series 9420";3.0;4;0;256;"SSD";"AMD";"windows";2.1;24029;100
256;"Chuwi";"Notebook";12.3;"1";1824;0;2736;"Intel";"Celeron Quad";1.1;6;0;64;"Flash Storage";"Intel";"windows";1.4;23923;267
257;"Asus";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.4;50136;157
258;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.9;113060;127
259;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"SSD";"Intel";"windows";1.48;93187;157
260;"HP";"Ultrabook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.84;74006;141
261;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.86;36763;141
262;"HP";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.7;4;0;256;"SSD";"Intel";"windows";1.48;57649;157
263;"Lenovo";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.36;95797;176
264;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"windows";1.86;24988;141
265;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"other";1.9;13446;100
266;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.3;43636;141
267;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"AMD";"windows";2.13;38788;141
268;"Dell";"2 in 1 Convertible";31.6;"3";768;1;1366;"Intel";"Core M";1.0;4;0;128;"SSD";"Intel";"windows";1.39;32128;50
269;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.56;46833;141
270;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;8;1024;128;"Hybrid";"AMD";"windows";2.33;44968;141
271;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;12;0;1024;"HDD";"Intel";"windows";2.25;34579;100
272;"Acer";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;128;"SSD";"Intel";"windows";1.4;23177;135
273;"Asus";"Gaming";15.6;"2";1080;0;1920;"AMD";"FX 9830P";3.0;8;0;1024;"HDD";"AMD";"windows";2.45;37243;141
274;"Lenovo";"2 in 1 Convertible";14.0;"1";1440;1;2560;"Intel";"Core i7";2.6;16;0;512;"SSD";"Intel";"windows";1.36;133147;210
275;"Lenovo";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.7;32;1024;256;"Hybrid";"Nvidia";"windows";4.6;141885;127
276;"Lenovo";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.37;74539;166
277;"Samsung";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;128;"Hybrid";"Nvidia";"windows";2.5;90523;141
278;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.73;94306;127
279;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"windows";1.91;23390;141
280;"Asus";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.1;99793;157
281;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;4;0;256;"SSD";"AMD";"windows";2.2;39907;141
282;"HP";"Notebook";15.6;"2";768;0;1366;"AMD";"A6-Series 9220";2.5;4;0;256;"SSD";"AMD";"windows";1.86;19660;100
283;"Dell";"Gaming";17.3;"3";2160;0;3840;"Intel";"Core i7";2.8;32;1024;1024;"Hybrid";"Nvidia";"windows";4.36;194973;255
284;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"other";1.86;18381;141
285;"Acer";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.6;47100;157
286;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.3;8;0;1024;"HDD";"Intel";"windows";2.29;24456;100
287;"Lenovo";"Notebook";14.0;"1";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.44;15558;112
288;"Lenovo";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.36;76137;176
289;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.9;49977;157
290;"Asus";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.25;58555;157
291;"Asus";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";0.91;103896;176
292;"Samsung";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;16;"Flash Storage";"Intel";"other";1.15;14332;135
293;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"AMD";"other";1.5;42571;157
294;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"windows";1.63;36710;100
295;"Acer";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"linux";2.4;42517;141
296;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.62;52481;141
297;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"AMD";"windows";1.91;38308;141
298;"Lenovo";"2 in 1 Convertible";13.9;"1";1080;1;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.38;57489;158
299;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.6;16;0;1024;"HDD";"Nvidia";"windows";2.59;46834;141
300;"HP";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i5";2.5;6;0;2048;"HDD";"AMD";"windows";2.71;37243;127
301;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"windows";2.0;18328;141
302;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"other";1.85;21498;141
303;"Dell";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Intel";"linux";1.6;58555;157
304;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;6;0;256;"SSD";"AMD";"windows";1.91;32980;141
305;"Lenovo";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.44;51149;166
306;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.7;122491;157
307;"Lenovo";"Ultrabook";24.0;"3";1440;0;2560;"Intel";"Core i7";2.7;24;0;512;"SSD";"Intel";"windows";1.32;126913;122
308;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;256;"Hybrid";"Nvidia";"other";2.4;61219;141
309;"Lenovo";"2 in 1 Convertible";14.0;"1";1440;1;2560;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.42;137995;210
310;"Acer";"Notebook";14.0;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"other";1.45;19980;112
311;"Dell";"Notebook";15.6;"2";1080;1;1920;"Intel";"Core i7";2.7;16;0;1024;"HDD";"AMD";"windows";2.3;45768;141
312;"MSI";"Gaming";17.3;"3";2160;0;3840;"Intel";"Core i7";2.6;16;2048;512;"Hybrid";"Nvidia";"windows";2.43;141139;255
313;"Dell";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Nvidia";"windows";4.42;109011;127
314;"Lenovo";"Notebook";17.3;"3";900;0;1600;"Intel";"Core i5";2.5;6;0;1024;"HDD";"Nvidia";"windows";5.8;34579;106
315;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"windows";2.1;23816;100
316;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";1.87;41825;157
317;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.7;71847;127
318;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;63499;141
319;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"linux";2.1;20779;100
320;"Lenovo";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.37;107892;166
321;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"A9-Series A9-9420";3.0;6;1024;128;"Hybrid";"AMD";"windows";2.1;34632;141
322;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Intel";"windows";2.05;31861;100
323;"Lenovo";"2 in 1 Convertible";14.0;"1";1440;1;2560;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.42;133680;210
324;"HP";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"windows";1.28;95851;166
325;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Pentium Quad";1.1;4;0;128;"SSD";"Intel";"windows";2.2;18595;141
326;"Lenovo";"Notebook";17.3;"3";900;0;1600;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Nvidia";"windows";2.79;31382;106
327;"Asus";"2 in 1 Convertible";15.6;"2";768;1;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";2.2;39374;100
328;"Lenovo";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";3.4;159787;127
329;"Toshiba";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i7";2.5;16;0;512;"SSD";"Intel";"windows";1.2;93080;166
330;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.65;78055;157
331;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.8;111835;141
332;"Lenovo";"Notebook";24.0;"3";1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";2.02;71395;92
333;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.94;120832;141
334;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.9;16;1024;256;"Hybrid";"Nvidia";"windows";3.49;149917;141
335;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.6;12;0;256;"SSD";"Intel";"windows";8.4;89137;157
336;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.7;78535;157
337;"Dell";"Netbook";11.6;"1";768;0;1366;"Intel";"Pentium Quad";1.1;4;0;128;"SSD";"Intel";"windows";1.63;39640;135
338;"HP";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;12;0;1024;"HDD";"Nvidia";"windows";2.62;95851;127
339;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"other";2.2;17156;100
340;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"Flash Storage";"Intel";"windows";1.13;99900;157
341;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.84;69477;141
342;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;2048;128;"Hybrid";"AMD";"windows";2.02;51730;141
343;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;1024;128;"Hybrid";"AMD";"windows";2.36;52161;141
344;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";1.86;21152;141
345;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";2.37;39907;141
346;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";1.5;58555;157
347;"HP";"Ultrabook";12.5;"1";2160;1;3840;"Intel";"Core M";1.2;8;0;512;"SSD";"Intel";"windows";0.97;107306;352
348;"HP";"Netbook";12.5;"1";768;0;1366;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.26;74006;125
349;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.96;31914;141
350;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Intel";"other";1.9;26102;100
351;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;2048;256;"Hybrid";"Nvidia";"windows";2.4;60153;141
352;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"A9-Series A9-9420";3.0;6;0;256;"SSD";"AMD";"windows";1.95;34579;141
353;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.04;47366;141
354;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";2.04;54292;141
355;"Asus";"Ultrabook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";1.7;55939;141
356;"Lenovo";"Notebook";14.0;"1";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;500;"HDD";"Intel";"windows";2.1;15931;112
357;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.99;92121;141
358;"HP";"Workstation";15.6;"2";1080;0;1920;"Intel";"Core i7";2.9;8;0;512;"SSD";"Intel";"windows";2.31;81732;141
359;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"HDD";"Nvidia";"linux";2.4;45075;141
360;"Asus";"Notebook";15.6;"2";768;0;1366;"AMD";"E-Series 7110";1.8;4;0;500;"HDD";"AMD";"windows";2.0;18595;100
361;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"other";1.9;23976;100
362;"HP";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i3";2.4;4;0;128;"SSD";"Intel";"windows";1.49;38308;166
363;"Dell";"2 in 1 Convertible";15.6;"2";1080;1;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.56;55891;141
364;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.7;75072;127
365;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"windows";2.65;53227;141
366;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"A6-Series 9220";2.5;4;0;256;"SSD";"AMD";"windows";1.86;21232;141
367;"Dell";"2 in 1 Convertible";12.5;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.34;88978;176
368;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.5;59088;141
